Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Technical Team Lead - 00084,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/technical-team-lead-00084-richmond-virginia-united-states,2023-03-06
Human Resources Assistant - Supreme Court of Virginia,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/human-resources-assistant-supreme-court-of-virginia-richmond-virginia-united-states,2023-03-06
Capital Outlay Project Manager,Full-Time (Salaried),Richmond,NA,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/capital-outlay-project-manager-richmond-virginia-united-states,2023-03-06
DMV Special Agent (Law Enforcement Officer II) Multi-Hire,Full-Time (Salaried),Richmond,NA,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-special-agent-law-enforcement-officer-ii-multi-hire-virginia-united-states-richmond,2023-03-06
"Assistant Attorney General, Consumer Protection Section (OAG00076)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-consumer-protection-section-oag00076-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Consumer Protection Section (OAG00803)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-consumer-protection-section-oag00803-richmond-virginia-united-states,2023-03-06
Corrections Officer: Marion Correctional Center #00063,Full-Time (Salaried),Smyth,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-marion-virginia-united-states,2023-03-06
"Associate University Counsel / Assistant Attorney General, James Madison (OAGUN037)",Full-Time (Salaried),Harrisonburg,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-james-madison-richmond-virginia-united-states,2023-03-06
"Associate University Counsel / Assistant Attorney General, George Mason (OAGUN027)",Full-Time (Salaried),Fairfax,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-george-mason-fairfax-virginia-united-states,2023-03-06
"Assistant Attorney General, Major Crimes Section (OAG00310)",Full-Time (Salaried),Alexandria,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-1f11a7bb-5a84-461f-9a02-a7062b8eae91,2023-03-06
Dentist - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-buckingham-virginia-united-states,2023-03-06
Licensed Practical Nurse,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-virginia-beach-virginia-united-states-4395cb3c-1d81-48ea-b7e3-1427857364dd,2023-03-06
Licensed Practical Nurse,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-virginia-beach-virginia-united-states,2023-03-06
American Sign Language Court Interpreter - Charlottesville/Staunton,Full-Time (Salaried),Waynesboro,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/american-sign-language-court-interpreter-charlottesville-staunton-waynesboro-virginia-united-states,2023-03-06
American Sign Language Court Interpreter - Tidewater,Full-Time (Salaried),Portsmouth,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/american-sign-language-court-interpreter-tidewater-portsmouth-virginia-united-states,2023-03-06
Deputy Clerk - Albemarle/Charlottesville,Full-Time (Salaried),Charlottesville,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-albemarle-charlottesville-charlottesville-virginia-united-states,2023-03-06
HVAC Installation & Repair Supervisor: Deerfield Correctional Center - #00511,Full-Time (Salaried),Southampton,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hvac-installation-repair-supervisor-deerfield-correctional-center-00511-richmond-virginia-united-states,2023-03-06
Corrections Officer: Rustburg Correctional Unit,Full-Time (Salaried),Campbell,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-rustburg-virginia-united-states,2023-03-06
Corrections Officer,Full-Time (Salaried),"Gordonsville
  Powhatan",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-state-farm-virginia-united-states-879b0512-6a7f-44ff-8df6-38a8352b1c34,2023-03-06
Corrections Officer: Baskerville Correctional Center,Full-Time (Salaried),Mecklenburg,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-baskerville-virginia-united-states,2023-03-06
Corrections Officer  - Nottoway Correctional Center,Full-Time (Salaried),Nottoway,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-burkeville-virginia-united-states,2023-03-06
Corrections Officer - Lunenburg Correctional Center,Full-Time (Salaried),Lunenburg,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-victoria-virginia-united-states,2023-03-06
Corrections Officer - Fluvanna Correctional Center for Women,Full-Time (Salaried),Fluvanna,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-troy-virginia-united-states,2023-03-06
Corrections Officer - Dillwyn Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-dillwyn-virginia-united-states-a2a34a4e-1d25-4cc6-9b45-00826cf35976,2023-03-06
Corrections Officer - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-dillwyn-virginia-united-states,2023-03-06
Corrections Officer - Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-mitchells-virginia-united-states,2023-03-06
Mental Health Clinician I - Beaumont Correctional Center,Full-Time (Salaried),Powhatan,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-state-farm-virginia-united-states-77bbd512-f355-4973-84f3-36d70368705e,2023-03-06
Licensed Practical Nurse - Dillwyn Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-dillwyn-virginia-united-states,2023-03-06
Dental Assistant - Coffeewood Correctional Center,Full-Time (Salaried),"Charlottesville
  Culpepper
  Gordonsville
  Orange

            Charlottesville
  Culpepper
  Gordonsville",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dental-assistant-mitchells-virginia-united-states,2023-03-06
"Support Enforcement Specialist Senior, Manassas (WS004)",Full-Time (Salaried),Manassas,NA,Department of Social Services,https://www.jobs.virginia.gov/jobs/support-enforcement-specialist-senior-manassas-ws004-manassas-virginia-united-states-49ac5eea-7156-43d3-88c4-430ade54278c,2023-03-06
Deputy Clerk - Hanover,Full-Time (Salaried),Hanover,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-hanover-hanover-virginia-united-states,2023-03-06
Nutritionist Supervisor Senior (ALX),Full-Time (Salaried),Alexandria,2023-03-08T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/nutritionist-supervisor-senior-alx-alexandria-virginia-united-states,2023-03-06
Corrections Officer: Indian Creek Correctional Center,Full-Time (Salaried),Chesapeake,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-chesapeake-virginia-united-states-058fc458-5d58-45cf-bf33-37f492f3486b,2023-03-06
Electrician Supervisor: Indian Creek Correctional Center,Full-Time (Salaried),"Chesapeake
  Dinwiddie
  Emporia
  Franklin County
  Hampton
  Newport News
  Norfolk
  Suffolk

            Chesapeake
  Dinwiddie
  Emporia",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/electrician-supervisor-chesapeake-virginia-united-states,2023-03-06
Food Operations Supervisor (Multiple Vacancies): Indian Creek Correctional Center,Full-Time (Salaried),"Chesapeake
  Hampton
  Norfolk
  Portsmouth
  Suffolk

            Chesapeake
  Hampton
  Norfolk",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-vacancies-chesapeake-virginia-united-states,2023-03-06
HVAC Installation & Repair Supervisor: Indian Creek Correctional Center,Full-Time (Salaried),"Chesapeake
  Dinwiddie
  Emporia
  Hampton
  Newport News
  Norfolk
  Petersburg
  Suffolk
  Sussex

            Chesapeake
  Dinwiddie
  Emporia",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hvac-installation-repair-supervisor-chesapeake-virginia-united-states,2023-03-06
Corrections Officer (Patrol Canine/Multiple Positions): Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-patrol-canine-multiple-positions-waverly-virginia-united-states,2023-03-06
Food Operations Supervisor (Multiple Positions): Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-positions-waverly-virginia-united-states,2023-03-06
Corrections Sergeant (Multiple Vacancies): Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-multiple-vacancies-waverly-virginia-united-states,2023-03-06
Recreation Supervisor: Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/recreation-supervisor-waverly-virginia-united-states,2023-03-06
Storekeeper Senior: Sussex I and II State Prison Complex,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/storekeeper-senior-waverly-virginia-united-states,2023-03-06
University Counsel/ Senior Assistant Attorney General (Radford),Full-Time (Salaried),Radford,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-radford-radford-virginia-united-states,2023-03-06
Highway Maintenance Worker,Full-Time (Salaried),Bristol,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-worker-bristol-virginia-united-states-3fb02579-33c4-4835-a0a6-2e35c97a5c93,2023-03-06
Highway Maintenance Worker,Full-Time (Salaried),"Bland
  Bristol
  Wythe",NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-worker-bristol-virginia-united-states-bland-wythe,2023-03-06
Highway Maintenance Worker,Full-Time (Salaried),,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-worker-bristol-virginia-united-states,2023-03-06
Registered Nurse,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-waverly-virginia-united-states,2023-03-06
Direct Service Associate I (Health Services-Medical Housekeeping),Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/direct-service-associate-i-health-services-medical-housekeeping-waverly-virginia-united-states,2023-03-06
"Vocational Rehabilitation Counselor / Trainee (RCD) - ($2,500 Sign-On Bonus)",Full-Time (Salaried),"Roanoke County
  Washington",NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-trainee-rcd-2-500-sign-on-bonus-henrico-virginia-united-states,2023-03-06
Deputy Clerk - Prince William,Full-Time (Salaried),Prince William,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-prince-william-manassas-virginia-united-states,2023-03-06
Vietnamese Language Court Interpreter - Prince William,Full-Time (Salaried),Prince William,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/vietnamese-language-court-interpreter-prince-william-richmond-virginia-united-states,2023-03-06
Dental Hygienist,Full-Time (Salaried),Nottoway,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dental-hygienist-burkeville-virginia-united-states,2023-03-06
Registered Nurse,Full-Time (Salaried),Nottoway,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-burkeville-virginia-united-states-94062040-e219-4535-bb25-985dbc05f81f,2023-03-06
Licensed Practical Nurse,Full-Time (Salaried),Nottoway,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-burkeville-virginia-united-states-d62d1ff5-d1b3-4f30-a53e-04a723c0ddc4,2023-03-06
Human Resources Officer,Full-Time (Salaried),Nottoway,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/human-resources-officer-burkeville-virginia-united-states,2023-03-06
Mental Health Clinician I,Full-Time (Salaried),Nottoway,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-burkeville-virginia-united-states,2023-03-06
Corrections Officer: St. Brides Correctional Center,Full-Time (Salaried),Chesapeake,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-chesapeake-virginia-united-states,2023-03-06
Dentist,Full-Time (Salaried),Greensville,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-jarratt-virginia-united-states,2023-03-06
Spanish Language Court Interpreter - Prince William,Full-Time (Salaried),Fairfax,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/spanish-language-court-interpreter-fairfax-fairfax-virginia-united-states,2023-03-06
Attorney - Assistant Public Defender I/II - Roanoke,Full-Time (Salaried),Roanoke,2023-03-08T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-roanoke-roanoke-virginia-united-states,2023-03-06
Public Health Nurse,Full-Time (Salaried),Montgomery County,NA,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-christiansburg-virginia-united-states,2023-03-06
Group Violence Intervention (GVI) Coordinator. Programs/Major Crimes &Emerging Threats Section- Southwest Virginia (OAG00663),Full-Time (Salaried),Roanoke,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/group-violence-intervention-gvi-coordinator-programs-major-crimes-emerging-threats-section-southwest-virginia-oag00663-roanoke-virginia-united-states,2023-03-06
Group Violence Intervention (GVI) Coordinator. Programs/Major Crimes &Emerging Threats Section- Hampton Roads (OAG00662),Full-Time (Salaried),Hampton,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/group-violence-intervention-gvi-coordinator-programs-major-crimes-emerging-threats-section-hampton-roads-oag00662-suffolk-virginia-united-states,2023-03-06
Senior Investment Analyst,Full-Time (Salaried),Chesterfield,2023-03-10T23:55:00Z,Virginia College Savings Plan,https://www.jobs.virginia.gov/jobs/senior-investment-analyst-north-chesterfield-virginia-united-states-65297899-d05e-4c5b-aff4-f3ce636aace6,2023-03-06
Engineer Structure and Bridge,Full-Time (Salaried),Staunton,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/engineer-structure-and-bridge-staunton-virginia-united-states,2023-03-06
CSU Director,Full-Time (Salaried),Charlottesville,NA,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/csu-director-charlottesville-virginia-united-states,2023-03-06
